user_id,name,department,year,enrolled_courses,usual_patterns
u_101,Judith Campos,Bio,4,"[""ME163"", ""CS464"", ""Economics220"", ""CS491"", ""Bio181""]","{""Main Library"": {""days"": [""Tue"", ""Thu""], ""usual_time"": ""20:00"", ""duration_min"": 120}, ""Computer Lab A"": {""days"": [""Fri"", ""Thu"", ""Tue"", ""Sat""], ""usual_time"": ""09:00"", ""duration_min"": 45}, ""Science Library"": {""days"": [""Sun"", ""Thu"", ""Wed"", ""Fri""], ""usual_time"": ""18:00"", ""duration_min"": 120}, ""Computer Lab B"": {""days"": [""Fri"", ""Wed""], ""usual_time"": ""11:00"", ""duration_min"": 90}, ""Central Cafeteria"": {""days"": [""Mon"", ""Sat""], ""usual_time"": ""12:30"", ""duration_min"": 60}}"
u_102,Jason Butler,CS,3,"[""CS221"", ""CS464"", ""Chemistry274"", ""Chemistry320"", ""CE461""]","{""Indoor Sports Complex"": {""days"": [""Wed"", ""Mon""], ""usual_time"": ""06:00"", ""duration_min"": 90}, ""Science Library"": {""days"": [""Sun"", ""Wed"", ""Fri"", ""Sat""], ""usual_time"": ""16:00"", ""duration_min"": 120}, ""Central Cafeteria"": {""days"": [""Wed"", ""Mon"", ""Thu"", ""Sun""], ""usual_time"": ""19:00"", ""duration_min"": 30}, ""Gymnasium"": {""days"": [""Tue"", ""Sat"", ""Sun"", ""Fri""], ""usual_time"": ""07:00"", ""duration_min"": 60}}"
u_103,Heather Spence,CE,2,"[""Economics126"", ""Economics333"", ""CE410"", ""ME426"", ""Bio350"", ""Physics341""]","{""Main Library"": {""days"": [""Mon"", ""Sat"", ""Fri""], ""usual_time"": ""21:00"", ""duration_min"": 180}, ""Gymnasium"": {""days"": [""Wed"", ""Thu"", ""Sun""], ""usual_time"": ""06:00"", ""duration_min"": 45}, ""Student Center"": {""days"": [""Tue"", ""Fri""], ""usual_time"": ""12:00"", ""duration_min"": 90}}"
u_104,Jennifer Terry,Bio,4,"[""CE107"", ""CS491"", ""Chemistry274"", ""ME426"", ""Bio122""]","{""Gymnasium"": {""days"": [""Fri"", ""Tue"", ""Thu"", ""Wed"", ""Sun""], ""usual_time"": ""17:00"", ""duration_min"": 60}, ""Indoor Sports Complex"": {""days"": [""Thu"", ""Tue"", ""Sat"", ""Wed""], ""usual_time"": ""07:00"", ""duration_min"": 45}, ""Science Library"": {""days"": [""Fri"", ""Wed""], ""usual_time"": ""18:00"", ""duration_min"": 60}, ""Food Court"": {""days"": [""Sun"", ""Mon""], ""usual_time"": ""08:30"", ""duration_min"": 30}}"
u_105,Barbara Stark,CE,3,"[""Physics409"", ""Bio350"", ""CE410"", ""Physics341"", ""Bio122""]","{""Food Court"": {""days"": [""Sat"", ""Fri"", ""Thu"", ""Mon"", ""Sun""], ""usual_time"": ""12:30"", ""duration_min"": 30}, ""Gymnasium"": {""days"": [""Tue"", ""Wed""], ""usual_time"": ""08:00"", ""duration_min"": 60}, ""Central Cafeteria"": {""days"": [""Sun"", ""Sat""], ""usual_time"": ""12:30"", ""duration_min"": 30}, ""Main Library"": {""days"": [""Sun"", ""Fri""], ""usual_time"": ""20:00"", ""duration_min"": 60}, ""Science Library"": {""days"": [""Sat"", ""Sun"", ""Wed""], ""usual_time"": ""21:00"", ""duration_min"": 60}}"
u_106,Anthony Robinson,Economics,2,"[""CE410"", ""ME386"", ""ME481"", ""Economics162""]","{""Student Center"": {""days"": [""Wed"", ""Thu"", ""Tue"", ""Sat"", ""Sun""], ""usual_time"": ""13:00"", ""duration_min"": 90}, ""Gymnasium"": {""days"": [""Tue"", ""Thu""], ""usual_time"": ""20:00"", ""duration_min"": 60}, ""Computer Lab B"": {""days"": [""Sat"", ""Wed"", ""Tue"", ""Mon"", ""Fri""], ""usual_time"": ""13:00"", ""duration_min"": 45}, ""Indoor Sports Complex"": {""days"": [""Fri"", ""Sun"", ""Sat"", ""Mon""], ""usual_time"": ""07:00"", ""duration_min"": 60}, ""Computer Lab A"": {""days"": [""Wed"", ""Sun"", ""Thu"", ""Sat"", ""Mon""], ""usual_time"": ""09:00"", ""duration_min"": 45}}"
u_107,Samuel Moore,Chemistry,2,"[""ME481"", ""CS464"", ""CS491"", ""CS150"", ""Physics341"", ""Bio350""]","{""Main Library"": {""days"": [""Sun"", ""Wed"", ""Thu""], ""usual_time"": ""17:00"", ""duration_min"": 90}, ""Indoor Sports Complex"": {""days"": [""Sun"", ""Sat"", ""Wed""], ""usual_time"": ""20:00"", ""duration_min"": 60}}"
u_108,Darren Carr,CS,3,"[""Economics495"", ""EE180"", ""ME386"", ""Economics333""]","{""Student Center"": {""days"": [""Sun"", ""Wed"", ""Sat""], ""usual_time"": ""11:00"", ""duration_min"": 60}, ""Central Cafeteria"": {""days"": [""Sun"", ""Tue"", ""Mon"", ""Fri""], ""usual_time"": ""19:00"", ""duration_min"": 45}, ""Gymnasium"": {""days"": [""Wed"", ""Mon"", ""Fri"", ""Tue""], ""usual_time"": ""20:00"", ""duration_min"": 45}, ""Food Court"": {""days"": [""Mon"", ""Thu""], ""usual_time"": ""12:30"", ""duration_min"": 45}}"
u_109,Debbie Hansen,Physics,2,"[""CS221"", ""CS379"", ""Chemistry106"", ""Economics220"", ""ME386""]","{""Computer Lab B"": {""days"": [""Sun"", ""Thu"", ""Sat"", ""Fri""], ""usual_time"": ""13:00"", ""duration_min"": 45}, ""Computer Lab A"": {""days"": [""Fri"", ""Wed"", ""Sun"", ""Thu"", ""Tue""], ""usual_time"": ""13:00"", ""duration_min"": 60}, ""Gymnasium"": {""days"": [""Tue"", ""Mon"", ""Sat"", ""Thu""], ""usual_time"": ""07:00"", ""duration_min"": 60}, ""Science Library"": {""days"": [""Sun"", ""Mon""], ""usual_time"": ""18:00"", ""duration_min"": 180}, ""Main Library"": {""days"": [""Sun"", ""Wed"", ""Mon"", ""Thu""], ""usual_time"": ""21:00"", ""duration_min"": 90}}"
u_110,Thomas Reese,MBA,3,"[""CS379"", ""Physics234"", ""CS150"", ""ME163""]","{""Student Center"": {""days"": [""Wed"", ""Mon""], ""usual_time"": ""15:00"", ""duration_min"": 45}, ""Computer Lab A"": {""days"": [""Mon"", ""Wed"", ""Thu"", ""Sat""], ""usual_time"": ""14:00"", ""duration_min"": 60}}"
u_111,Dawn Myers,Physics,3,"[""Bio181"", ""Economics360"", ""Bio308"", ""Economics220""]","{""Gymnasium"": {""days"": [""Sat"", ""Mon"", ""Tue"", ""Sun"", ""Wed""], ""usual_time"": ""08:00"", ""duration_min"": 60}, ""Indoor Sports Complex"": {""days"": [""Thu"", ""Wed"", ""Fri""], ""usual_time"": ""18:00"", ""duration_min"": 90}}"
u_112,Shawn Wood,ME,2,"[""CS379"", ""ME386"", ""Physics234"", ""Bio308"", ""Physics341""]","{""Student Center"": {""days"": [""Tue"", ""Sat"", ""Sun""], ""usual_time"": ""15:00"", ""duration_min"": 45}, ""Computer Lab A"": {""days"": [""Mon"", ""Sun""], ""usual_time"": ""16:00"", ""duration_min"": 90}, ""Indoor Sports Complex"": {""days"": [""Sun"", ""Fri""], ""usual_time"": ""06:00"", ""duration_min"": 45}, ""Main Library"": {""days"": [""Mon"", ""Wed"", ""Thu"", ""Sat""], ""usual_time"": ""19:00"", ""duration_min"": 90}, ""Central Cafeteria"": {""days"": [""Sat"", ""Sun""], ""usual_time"": ""19:00"", ""duration_min"": 30}}"
u_113,Karina Hess,MBA,1,"[""Economics333"", ""CE445"", ""Chemistry274"", ""Bio122""]","{""Student Center"": {""days"": [""Sun"", ""Fri"", ""Wed"", ""Thu"", ""Sat""], ""usual_time"": ""11:00"", ""duration_min"": 60}, ""Computer Lab B"": {""days"": [""Wed"", ""Tue"", ""Thu"", ""Sat""], ""usual_time"": ""10:00"", ""duration_min"": 60}, ""Computer Lab A"": {""days"": [""Wed"", ""Thu"", ""Mon""], ""usual_time"": ""13:00"", ""duration_min"": 90}, ""Food Court"": {""days"": [""Fri"", ""Mon""], ""usual_time"": ""08:30"", ""duration_min"": 45}}"
u_114,Vanessa Mercado,Physics,2,"[""ME163"", ""Chemistry106"", ""Economics220"", ""ME481"", ""ME453"", ""Physics341""]","{""Computer Lab A"": {""days"": [""Thu"", ""Tue"", ""Sun"", ""Mon"", ""Fri""], ""usual_time"": ""13:00"", ""duration_min"": 45}, ""Main Library"": {""days"": [""Sat"", ""Thu"", ""Wed""], ""usual_time"": ""20:00"", ""duration_min"": 120}, ""Science Library"": {""days"": [""Thu"", ""Tue"", ""Sun"", ""Fri"", ""Mon""], ""usual_time"": ""21:00"", ""duration_min"": 60}}"
u_115,Anna Williams,Bio,2,"[""CE461"", ""ME453"", ""Physics409"", ""Bio350""]","{""Gymnasium"": {""days"": [""Mon"", ""Fri""], ""usual_time"": ""17:00"", ""duration_min"": 60}, ""Main Library"": {""days"": [""Sun"", ""Tue"", ""Fri"", ""Sat""], ""usual_time"": ""17:00"", ""duration_min"": 180}}"
u_116,Pamela Dean,CS,4,"[""Bio308"", ""Physics341"", ""EE180"", ""CE461"", ""Chemistry213"", ""Economics301""]","{""Student Center"": {""days"": [""Wed"", ""Tue"", ""Sat""], ""usual_time"": ""14:00"", ""duration_min"": 60}, ""Food Court"": {""days"": [""Sat"", ""Fri""], ""usual_time"": ""19:00"", ""duration_min"": 45}}"
u_117,Paul Clark,CE,3,"[""Economics162"", ""ME453"", ""CS221"", ""Bio350"", ""CE153"", ""ME426""]","{""Computer Lab A"": {""days"": [""Thu"", ""Fri"", ""Sat"", ""Wed""], ""usual_time"": ""11:00"", ""duration_min"": 60}, ""Computer Lab B"": {""days"": [""Tue"", ""Fri"", ""Mon""], ""usual_time"": ""16:00"", ""duration_min"": 90}, ""Food Court"": {""days"": [""Fri"", ""Thu"", ""Tue""], ""usual_time"": ""08:30"", ""duration_min"": 45}, ""Central Cafeteria"": {""days"": [""Tue"", ""Sat"", ""Sun""], ""usual_time"": ""12:30"", ""duration_min"": 60}, ""Student Center"": {""days"": [""Sun"", ""Thu"", ""Mon"", ""Fri"", ""Tue""], ""usual_time"": ""12:00"", ""duration_min"": 90}}"
u_118,Ronald Reed,Bio,4,"[""ME426"", ""Economics360"", ""Chemistry106"", ""Bio122"", ""ME453""]","{""Indoor Sports Complex"": {""days"": [""Tue"", ""Sun"", ""Sat"", ""Thu"", ""Wed""], ""usual_time"": ""18:00"", ""duration_min"": 45}, ""Science Library"": {""days"": [""Sat"", ""Tue"", ""Mon"", ""Wed"", ""Fri""], ""usual_time"": ""20:00"", ""duration_min"": 60}}"
u_119,Mathew Smith,Chemistry,3,"[""Chemistry274"", ""ME426"", ""ME481"", ""Chemistry213"", ""Economics126"", ""CS150""]","{""Indoor Sports Complex"": {""days"": [""Sat"", ""Mon"", ""Tue"", ""Thu"", ""Sun""], ""usual_time"": ""08:00"", ""duration_min"": 90}, ""Food Court"": {""days"": [""Wed"", ""Sun"", ""Thu""], ""usual_time"": ""08:30"", ""duration_min"": 30}, ""Central Cafeteria"": {""days"": [""Sun"", ""Sat"", ""Mon"", ""Fri""], ""usual_time"": ""12:30"", ""duration_min"": 60}, ""Computer Lab B"": {""days"": [""Wed"", ""Fri""], ""usual_time"": ""12:00"", ""duration_min"": 45}, ""Gymnasium"": {""days"": [""Sun"", ""Tue"", ""Fri"", ""Mon""], ""usual_time"": ""06:00"", ""duration_min"": 45}}"
u_120,Nicole Weiss,Math,3,"[""Bio308"", ""CS150"", ""EE180"", ""ME426""]","{""Indoor Sports Complex"": {""days"": [""Mon"", ""Wed""], ""usual_time"": ""18:00"", ""duration_min"": 60}, ""Food Court"": {""days"": [""Sat"", ""Thu""], ""usual_time"": ""12:30"", ""duration_min"": 30}, ""Student Center"": {""days"": [""Thu"", ""Tue"", ""Mon"", ""Fri""], ""usual_time"": ""16:00"", ""duration_min"": 90}, ""Gymnasium"": {""days"": [""Thu"", ""Fri""], ""usual_time"": ""06:00"", ""duration_min"": 90}, ""Computer Lab A"": {""days"": [""Sat"", ""Thu"", ""Mon"", ""Wed"", ""Tue""], ""usual_time"": ""09:00"", ""duration_min"": 45}}"
u_121,Samantha Gibson,Bio,1,"[""CS221"", ""Economics220"", ""Bio181"", ""CS491"", ""CE153""]","{""Main Library"": {""days"": [""Mon"", ""Sun""], ""usual_time"": ""20:00"", ""duration_min"": 180}, ""Indoor Sports Complex"": {""days"": [""Thu"", ""Sat""], ""usual_time"": ""19:00"", ""duration_min"": 60}, ""Science Library"": {""days"": [""Tue"", ""Thu"", ""Sat"", ""Sun"", ""Wed""], ""usual_time"": ""18:00"", ""duration_min"": 90}}"
u_122,Heather Spencer,MBA,2,"[""Economics301"", ""Physics341"", ""Bio181"", ""Chemistry106""]","{""Student Center"": {""days"": [""Mon"", ""Wed"", ""Sat"", ""Tue""], ""usual_time"": ""11:00"", ""duration_min"": 60}, ""Central Cafeteria"": {""days"": [""Tue"", ""Sun"", ""Thu"", ""Mon"", ""Sat""], ""usual_time"": ""19:00"", ""duration_min"": 60}, ""Gymnasium"": {""days"": [""Sun"", ""Mon"", ""Thu""], ""usual_time"": ""20:00"", ""duration_min"": 90}, ""Main Library"": {""days"": [""Sat"", ""Tue"", ""Sun"", ""Mon""], ""usual_time"": ""16:00"", ""duration_min"": 120}}"
u_123,Samantha Leblanc,CS,1,"[""CE445"", ""CE107"", ""ME481"", ""Chemistry274"", ""CS379""]","{""Gymnasium"": {""days"": [""Thu"", ""Wed"", ""Sat"", ""Sun""], ""usual_time"": ""08:00"", ""duration_min"": 60}, ""Computer Lab B"": {""days"": [""Fri"", ""Sat""], ""usual_time"": ""16:00"", ""duration_min"": 60}, ""Student Center"": {""days"": [""Tue"", ""Sun"", ""Sat"", ""Mon"", ""Thu""], ""usual_time"": ""14:00"", ""duration_min"": 90}, ""Main Library"": {""days"": [""Mon"", ""Sat"", ""Thu"", ""Wed""], ""usual_time"": ""18:00"", ""duration_min"": 90}, ""Central Cafeteria"": {""days"": [""Fri"", ""Sun"", ""Thu"", ""Sat""], ""usual_time"": ""08:30"", ""duration_min"": 30}}"
u_124,Matthew Woods,ME,1,"[""Economics495"", ""ME481"", ""Chemistry274"", ""Chemistry106""]","{""Science Library"": {""days"": [""Fri"", ""Mon"", ""Thu"", ""Wed"", ""Sat""], ""usual_time"": ""21:00"", ""duration_min"": 120}, ""Central Cafeteria"": {""days"": [""Sat"", ""Sun"", ""Wed""], ""usual_time"": ""19:00"", ""duration_min"": 45}, ""Student Center"": {""days"": [""Mon"", ""Sun"", ""Tue"", ""Thu"", ""Sat""], ""usual_time"": ""12:00"", ""duration_min"": 60}, ""Computer Lab B"": {""days"": [""Fri"", ""Sat"", ""Mon"", ""Wed""], ""usual_time"": ""12:00"", ""duration_min"": 45}}"
u_125,Keith Franco,Math,3,"[""CE445"", ""Physics341"", ""Chemistry213"", ""Physics409""]","{""Science Library"": {""days"": [""Sat"", ""Sun"", ""Wed""], ""usual_time"": ""16:00"", ""duration_min"": 60}, ""Computer Lab B"": {""days"": [""Fri"", ""Mon"", ""Sat"", ""Sun""], ""usual_time"": ""09:00"", ""duration_min"": 60}, ""Indoor Sports Complex"": {""days"": [""Sat"", ""Wed"", ""Mon""], ""usual_time"": ""18:00"", ""duration_min"": 45}, ""Main Library"": {""days"": [""Sun"", ""Sat"", ""Wed"", ""Fri""], ""usual_time"": ""21:00"", ""duration_min"": 60}, ""Gymnasium"": {""days"": [""Sat"", ""Fri""], ""usual_time"": ""08:00"", ""duration_min"": 90}}"
u_126,Thomas Martin,MBA,2,"[""CE107"", ""ME453"", ""Economics495"", ""ME481"", ""CS379"", ""Bio350""]","{""Main Library"": {""days"": [""Tue"", ""Fri""], ""usual_time"": ""21:00"", ""duration_min"": 120}, ""Indoor Sports Complex"": {""days"": [""Sun"", ""Sat"", ""Wed"", ""Tue"", ""Thu""], ""usual_time"": ""18:00"", ""duration_min"": 45}, ""Gymnasium"": {""days"": [""Fri"", ""Wed"", ""Thu"", ""Mon""], ""usual_time"": ""08:00"", ""duration_min"": 45}, ""Science Library"": {""days"": [""Thu"", ""Sun"", ""Tue"", ""Sat"", ""Wed""], ""usual_time"": ""19:00"", ""duration_min"": 180}, ""Computer Lab B"": {""days"": [""Mon"", ""Sun"", ""Thu"", ""Sat""], ""usual_time"": ""16:00"", ""duration_min"": 45}}"
u_127,Jessica Hart,Economics,4,"[""Chemistry274"", ""CE461"", ""CS221"", ""Chemistry213""]","{""Computer Lab B"": {""days"": [""Fri"", ""Wed"", ""Mon"", ""Tue"", ""Thu""], ""usual_time"": ""11:00"", ""duration_min"": 60}, ""Food Court"": {""days"": [""Sat"", ""Thu"", ""Wed"", ""Tue"", ""Mon""], ""usual_time"": ""08:30"", ""duration_min"": 30}, ""Main Library"": {""days"": [""Fri"", ""Thu""], ""usual_time"": ""20:00"", ""duration_min"": 120}, ""Student Center"": {""days"": [""Thu"", ""Fri"", ""Tue""], ""usual_time"": ""11:00"", ""duration_min"": 90}}"
u_128,Cynthia Kelly,CE,3,"[""CE461"", ""ME386"", ""ME426"", ""CE153""]","{""Food Court"": {""days"": [""Sun"", ""Tue"", ""Wed""], ""usual_time"": ""19:00"", ""duration_min"": 45}, ""Computer Lab A"": {""days"": [""Mon"", ""Sun"", ""Thu"", ""Wed""], ""usual_time"": ""14:00"", ""duration_min"": 60}}"
u_129,James Welch,Physics,3,"[""CS491"", ""Economics126"", ""CE153"", ""Bio122"", ""Bio308""]","{""Indoor Sports Complex"": {""days"": [""Sun"", ""Wed"", ""Tue"", ""Thu""], ""usual_time"": ""20:00"", ""duration_min"": 45}, ""Gymnasium"": {""days"": [""Sun"", ""Thu""], ""usual_time"": ""18:00"", ""duration_min"": 45}, ""Main Library"": {""days"": [""Sat"", ""Tue""], ""usual_time"": ""20:00"", ""duration_min"": 60}, ""Science Library"": {""days"": [""Thu"", ""Sun"", ""Sat""], ""usual_time"": ""19:00"", ""duration_min"": 60}}"
u_130,Janet Lowe,ME,2,"[""CE107"", ""ME386"", ""Bio181"", ""CS221"", ""ME481"", ""CE410""]","{""Food Court"": {""days"": [""Wed"", ""Thu"", ""Sun"", ""Tue""], ""usual_time"": ""08:30"", ""duration_min"": 60}, ""Indoor Sports Complex"": {""days"": [""Thu"", ""Wed"", ""Fri"", ""Mon"", ""Sun""], ""usual_time"": ""06:00"", ""duration_min"": 90}, ""Student Center"": {""days"": [""Sat"", ""Fri""], ""usual_time"": ""12:00"", ""duration_min"": 60}}"
u_131,Meagan Jarvis,Chemistry,2,"[""Chemistry274"", ""Economics220"", ""CE107"", ""ME453"", ""CS221""]","{""Computer Lab B"": {""days"": [""Tue"", ""Sun"", ""Fri"", ""Wed"", ""Thu""], ""usual_time"": ""15:00"", ""duration_min"": 60}, ""Science Library"": {""days"": [""Tue"", ""Wed"", ""Mon"", ""Sun""], ""usual_time"": ""17:00"", ""duration_min"": 60}, ""Student Center"": {""days"": [""Sun"", ""Sat"", ""Thu"", ""Wed""], ""usual_time"": ""14:00"", ""duration_min"": 60}, ""Main Library"": {""days"": [""Sun"", ""Thu"", ""Mon"", ""Tue"", ""Sat""], ""usual_time"": ""19:00"", ""duration_min"": 180}}"
u_132,Ashley Hayes,Physics,3,"[""ME163"", ""Bio350"", ""CE153"", ""Physics409"", ""CE107"", ""Bio308""]","{""Indoor Sports Complex"": {""days"": [""Wed"", ""Thu""], ""usual_time"": ""08:00"", ""duration_min"": 45}, ""Food Court"": {""days"": [""Fri"", ""Sat""], ""usual_time"": ""12:30"", ""duration_min"": 45}}"
u_133,Dana Brown,Math,3,"[""CS464"", ""Economics360"", ""CE445"", ""Bio122"", ""Physics409""]","{""Indoor Sports Complex"": {""days"": [""Tue"", ""Fri"", ""Sat""], ""usual_time"": ""18:00"", ""duration_min"": 45}, ""Main Library"": {""days"": [""Tue"", ""Thu""], ""usual_time"": ""19:00"", ""duration_min"": 90}, ""Student Center"": {""days"": [""Tue"", ""Sun"", ""Wed""], ""usual_time"": ""11:00"", ""duration_min"": 90}, ""Central Cafeteria"": {""days"": [""Fri"", ""Sun"", ""Mon""], ""usual_time"": ""19:00"", ""duration_min"": 45}, ""Computer Lab A"": {""days"": [""Sun"", ""Tue"", ""Wed""], ""usual_time"": ""09:00"", ""duration_min"": 45}}"
u_134,Tiffany Lucas,CS,3,"[""Economics162"", ""Chemistry213"", ""CS150"", ""CS221"", ""CE445""]","{""Computer Lab A"": {""days"": [""Fri"", ""Thu"", ""Sun"", ""Sat""], ""usual_time"": ""12:00"", ""duration_min"": 45}, ""Food Court"": {""days"": [""Sat"", ""Thu"", ""Tue"", ""Fri""], ""usual_time"": ""12:30"", ""duration_min"": 60}, ""Student Center"": {""days"": [""Mon"", ""Thu"", ""Sat""], ""usual_time"": ""11:00"", ""duration_min"": 45}, ""Gymnasium"": {""days"": [""Sun"", ""Fri"", ""Mon""], ""usual_time"": ""06:00"", ""duration_min"": 60}}"
u_135,Angela White,CE,1,"[""CS379"", ""Economics162"", ""Economics495"", ""Chemistry106""]","{""Main Library"": {""days"": [""Sun"", ""Mon"", ""Sat""], ""usual_time"": ""17:00"", ""duration_min"": 90}, ""Student Center"": {""days"": [""Sun"", ""Wed""], ""usual_time"": ""11:00"", ""duration_min"": 90}, ""Computer Lab A"": {""days"": [""Wed"", ""Fri"", ""Mon"", ""Thu"", ""Sat""], ""usual_time"": ""09:00"", ""duration_min"": 60}, ""Central Cafeteria"": {""days"": [""Fri"", ""Sun"", ""Sat""], ""usual_time"": ""08:30"", ""duration_min"": 60}}"
u_136,Benjamin Garcia,Chemistry,1,"[""Physics341"", ""Chemistry320"", ""ME426"", ""CS379"", ""Economics162"", ""Bio181""]","{""Science Library"": {""days"": [""Thu"", ""Fri"", ""Wed"", ""Sat""], ""usual_time"": ""17:00"", ""duration_min"": 180}, ""Indoor Sports Complex"": {""days"": [""Sun"", ""Mon"", ""Fri""], ""usual_time"": ""06:00"", ""duration_min"": 45}, ""Computer Lab A"": {""days"": [""Thu"", ""Mon"", ""Tue""], ""usual_time"": ""10:00"", ""duration_min"": 45}, ""Student Center"": {""days"": [""Tue"", ""Wed""], ""usual_time"": ""16:00"", ""duration_min"": 45}, ""Computer Lab B"": {""days"": [""Tue"", ""Mon""], ""usual_time"": ""11:00"", ""duration_min"": 90}}"
u_137,Melanie Deleon,MBA,1,"[""CS221"", ""ME386"", ""CS464"", ""Physics234"", ""Economics220""]","{""Food Court"": {""days"": [""Thu"", ""Wed""], ""usual_time"": ""12:30"", ""duration_min"": 30}, ""Central Cafeteria"": {""days"": [""Fri"", ""Thu"", ""Sun"", ""Wed"", ""Sat""], ""usual_time"": ""19:00"", ""duration_min"": 60}, ""Science Library"": {""days"": [""Tue"", ""Thu"", ""Sun"", ""Wed""], ""usual_time"": ""19:00"", ""duration_min"": 90}, ""Main Library"": {""days"": [""Sun"", ""Mon"", ""Thu""], ""usual_time"": ""17:00"", ""duration_min"": 120}, ""Student Center"": {""days"": [""Fri"", ""Mon"", ""Wed"", ""Tue""], ""usual_time"": ""16:00"", ""duration_min"": 45}}"
u_138,Joshua Gentry,CS,2,"[""Economics495"", ""CS150"", ""CE461"", ""Economics126"", ""ME386""]","{""Gymnasium"": {""days"": [""Thu"", ""Mon"", ""Sun"", ""Fri""], ""usual_time"": ""08:00"", ""duration_min"": 90}, ""Indoor Sports Complex"": {""days"": [""Thu"", ""Mon"", ""Sun"", ""Wed"", ""Sat""], ""usual_time"": ""20:00"", ""duration_min"": 45}, ""Central Cafeteria"": {""days"": [""Tue"", ""Fri"", ""Mon""], ""usual_time"": ""08:30"", ""duration_min"": 30}}"
u_139,Lori Lawrence,Chemistry,2,"[""Economics220"", ""Chemistry320"", ""CS491"", ""Economics126"", ""ME481"", ""Bio122""]","{""Gymnasium"": {""days"": [""Sat"", ""Tue"", ""Wed"", ""Fri"", ""Sun""], ""usual_time"": ""06:00"", ""duration_min"": 90}, ""Student Center"": {""days"": [""Fri"", ""Wed""], ""usual_time"": ""12:00"", ""duration_min"": 60}}"
u_140,Steven Hays,Bio,2,"[""Physics234"", ""Chemistry274"", ""Bio350"", ""ME426"", ""CS379"", ""CE461""]","{""Gymnasium"": {""days"": [""Fri"", ""Sat"", ""Wed"", ""Tue"", ""Sun""], ""usual_time"": ""17:00"", ""duration_min"": 60}, ""Science Library"": {""days"": [""Tue"", ""Wed"", ""Sat""], ""usual_time"": ""17:00"", ""duration_min"": 120}}"
u_141,Daniel Shah,ME,1,"[""CS150"", ""ME426"", ""CE107"", ""Chemistry274"", ""Economics220"", ""Chemistry213""]","{""Main Library"": {""days"": [""Tue"", ""Sat"", ""Fri"", ""Thu""], ""usual_time"": ""17:00"", ""duration_min"": 180}, ""Computer Lab A"": {""days"": [""Fri"", ""Sun"", ""Thu"", ""Sat""], ""usual_time"": ""14:00"", ""duration_min"": 45}}"
u_142,Robin Beltran,MBA,4,"[""CE153"", ""Economics162"", ""Physics341"", ""Economics333"", ""Bio308"", ""CS464""]","{""Main Library"": {""days"": [""Wed"", ""Sun"", ""Tue"", ""Thu"", ""Fri""], ""usual_time"": ""16:00"", ""duration_min"": 60}, ""Central Cafeteria"": {""days"": [""Sat"", ""Mon""], ""usual_time"": ""12:30"", ""duration_min"": 45}, ""Science Library"": {""days"": [""Mon"", ""Sun"", ""Wed"", ""Thu""], ""usual_time"": ""21:00"", ""duration_min"": 90}}"
u_143,Samuel Meyer,CE,4,"[""CS150"", ""Bio308"", ""Economics360"", ""ME163""]","{""Main Library"": {""days"": [""Tue"", ""Thu"", ""Wed"", ""Fri""], ""usual_time"": ""18:00"", ""duration_min"": 60}, ""Computer Lab B"": {""days"": [""Mon"", ""Fri""], ""usual_time"": ""14:00"", ""duration_min"": 45}, ""Gymnasium"": {""days"": [""Sat"", ""Mon"", ""Thu"", ""Fri""], ""usual_time"": ""06:00"", ""duration_min"": 90}}"
u_144,Nathan Glover,Math,4,"[""Chemistry320"", ""Bio181"", ""ME426"", ""Bio350"", ""CS491"", ""CE153""]","{""Central Cafeteria"": {""days"": [""Thu"", ""Wed""], ""usual_time"": ""19:00"", ""duration_min"": 30}, ""Indoor Sports Complex"": {""days"": [""Fri"", ""Sat"", ""Tue"", ""Wed"", ""Sun""], ""usual_time"": ""18:00"", ""duration_min"": 45}, ""Main Library"": {""days"": [""Sat"", ""Mon"", ""Thu""], ""usual_time"": ""20:00"", ""duration_min"": 90}, ""Student Center"": {""days"": [""Thu"", ""Sun"", ""Sat""], ""usual_time"": ""16:00"", ""duration_min"": 45}, ""Computer Lab B"": {""days"": [""Tue"", ""Wed"", ""Sat""], ""usual_time"": ""13:00"", ""duration_min"": 60}}"
u_145,Eric Li,CE,4,"[""ME386"", ""ME453"", ""CE461"", ""CS379""]","{""Food Court"": {""days"": [""Sun"", ""Fri""], ""usual_time"": ""08:30"", ""duration_min"": 45}, ""Indoor Sports Complex"": {""days"": [""Sun"", ""Wed"", ""Thu""], ""usual_time"": ""18:00"", ""duration_min"": 60}, ""Student Center"": {""days"": [""Thu"", ""Tue""], ""usual_time"": ""12:00"", ""duration_min"": 45}, ""Main Library"": {""days"": [""Sun"", ""Mon"", ""Thu""], ""usual_time"": ""16:00"", ""duration_min"": 60}, ""Science Library"": {""days"": [""Sat"", ""Thu"", ""Tue"", ""Fri""], ""usual_time"": ""18:00"", ""duration_min"": 120}}"
u_146,Sean Holland,ME,3,"[""Physics409"", ""CS221"", ""Chemistry320"", ""CS379""]","{""Computer Lab A"": {""days"": [""Sat"", ""Thu"", ""Wed"", ""Fri""], ""usual_time"": ""13:00"", ""duration_min"": 45}, ""Gymnasium"": {""days"": [""Sun"", ""Tue"", ""Fri""], ""usual_time"": ""17:00"", ""duration_min"": 45}}"
